Course,Section,Year,Exam_Type,Exam_Start_Time,Exam_End_Time,Building,Room,Rows_From,Row_Start,Row_End
ATOC 181,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 6:30 PM,12-Dec-2022 at 9:30 PM,GYM,Fieldhouse,27-29,AAA,ZZZ
ATOC 182,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 6:30 PM,13-Dec-2022 at 9:30 PM,GYM,main gym,37-41,AAA,ZZZ
ATOC 185,1,F2022,ONLINE - TIMED EXAM - 72 HOURS,9-Dec-2022 at 9:00 AM,12-Dec-2022 at 9:00 AM,ONLINE,EXAM,AAA,ZZZ,
ATOC 214,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,GYM,Fieldhouse,42-44,AAA,ZZZ
ATOC 312,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,BURN,719A,AAA,ZZZ,
ATOC 315,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,13-Dec-2022 at 2:00 PM,13-Dec-2022 at 5:00 PM,BURN,719A,AAA,ZZZ,
ATOC 512,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,20-Dec-2022 at 2:00 PM,20-Dec-2022 at 5:00 PM,BURN,719A,AAA,ZZZ,
ATOC 531,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,BURN,719A,AAA,ZZZ,
ATOC 540,1,F2022,ONLINE - TIMED EXAM - 72 HOURS,16-Dec-2022 at 9:00 AM,19-Dec-2022 at 9:00 AM,ONLINE,EXAM,AAA,ZZZ,
BIEN 310,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,9-Dec-2022 at 9:00 AM,9-Dec-2022 at 12:00 PM,ENGTR,100,AAA,ZZZ,
BIEN 314,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 6:30 PM,8-Dec-2022 at 9:30 PM,GYM,Fieldhouse,31-32,AAA,ZZZ
BIEN 410,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,13-Dec-2022 at 2:00 PM,13-Dec-2022 at 5:00 PM,RPHYS,114,AAA,ZZZ,
BIOC 311,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,Fieldhouse,9-19,AAA,ZZZ
BIOC 320,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 9:00 AM,9-Dec-2022 at 12:00 PM,GYM,Fieldhouse,33-34,AAA,ZZZ
BIOC 454,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 2:00 PM,13-Dec-2022 at 5:00 PM,GYM,main gym,28-31,AAA,ZZZ
BIOL 111,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,Fieldhouse,20-34,AAA,ZZZ
BIOL 115,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2022 at 9:00 AM,21-Dec-2022 at 12:00 PM,GYM,Fieldhouse,1-15,AAA,ZZZ
BIOL 200,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 9:00 AM,14-Dec-2022 at 12:00 PM,GYM,Fieldhouse,10-21,AAA,ZZZ
BIOL 200,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 9:00 AM,14-Dec-2022 at 12:00 PM,GYM,Fieldhouse,22-37,AAA,ZZZ
BIOL 215,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,33-38,AAA,ZZZ
BIOL 300,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 6:30 PM,20-Dec-2022 at 9:30 PM,GYM,Fieldhouse,39-42,AAA,ZZZ
BIOL 302,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,GYM,Fieldhouse,17-18,AAA,ZZZ
BIOL 304,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 9:00 AM,9-Dec-2022 at 12:00 PM,GYM,main gym,36-39,AAA,ZZZ
BIOL 306,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2022 at 9:00 AM,21-Dec-2022 at 12:00 PM,GYM,main gym,9-22,AAA,ZZZ
BIOL 309,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,GYM,Fieldhouse,34-36,AAA,ZZZ
BIOL 370,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,GYM,main gym,2-4,AAA,ZZZ
BIOL 414,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,9-Dec-2022 at 9:00 AM,12-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
BIOL 427,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,GYM,Fieldhouse,39,AAA,ZZZ
BIOL 575,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,STBIO,S1/3,AAA,ZZZ,
BIOL 588,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,STBIO,S3/4,AAA,ZZZ,
BMDE 503,1,F2022,ONLINE - TIMED EXAM - 3 HOURS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
BMDE 520,1,F2022,ONLINE - TIMED EXAM - 1 HOUR,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 3:00 PM,ONLINE,EXAM,AAA,ZZZ,
BREE 210,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,20-Dec-2022 at 9:00 AM,20-Dec-2022 at 12:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 214,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 216,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 312,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 319,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 322,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,20-Dec-2022 at 2:00 PM,20-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 324,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 325,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 327,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 403,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 415,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,7-Dec-2022 at 2:00 PM,7-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BREE 603,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
BTEC 501,1,F2022,ONLINE - TIMED EXAM - 3 HOURS,7-Dec-2022 at 9:00 AM,7-Dec-2022 at 12:00 PM,ONLINE,EXAM,AAA,ZZZ,
BUSA 391,71,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 6:30 PM,8-Dec-2022 at 9:30 PM,GYM,Fieldhouse,44-45,AAA,ZZZ
CANS 200,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,GYM,Fieldhouse,25-29,AAA,ZZZ
CANS 300,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 6:30 PM,12-Dec-2022 at 9:30 PM,GYM,Fieldhouse,38,AAA,ZZZ
CHEE 200,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 6:30 PM,20-Dec-2022 at 9:30 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
CHEE 231,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 2:00 PM,13-Dec-2022 at 5:00 PM,GYM,Fieldhouse,2-5,AAA,ZZZ
CHEE 314,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 9:00 AM,15-Dec-2022 at 12:00 PM,GYM,Fieldhouse,38-40,AAA,ZZZ
CHEE 370,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 6:30 PM,8-Dec-2022 at 9:30 PM,GYM,Fieldhouse,27-29,AAA,ZZZ
CHEE 380,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 9:00 AM,20-Dec-2022 at 12:00 PM,GYM,main gym,5-9,AAA,ZZZ
CHEE 400,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,GYM,Fieldhouse,28-29,AAA,ZZZ
CHEE 423,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2022 at 9:00 AM,8-Dec-2022 at 12:00 PM,ENGTR,100,AAA,ZZZ,
CHEE 453,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,ENGTR,100,AAA,ZZZ,
CHEE 455,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,GYM,Fieldhouse,28-29,AAA,ZZZ
CHEE 591,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,GYM,Fieldhouse,40-41,AAA,ZZZ
CHEM 110,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 6:30 PM,19-Dec-2022 at 9:30 PM,GYM,Fieldhouse,1-29,AAA,ZZZ
CHEM 110,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 6:30 PM,19-Dec-2022 at 9:30 PM,GYM,Fieldhouse,1-29,AAA,ZZZ
CHEM 183,1,F2022,ONLINE - TIMED EXAM - 3 HOURS,9-Dec-2022 at 6:30 PM,9-Dec-2022 at 9:30 PM,ONLINE,EXAM,AAA,ZZZ,
CHEM 203,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 2:00 PM,13-Dec-2022 at 5:00 PM,GYM,main gym,32-35,AAA,ZZZ
CHEM 204,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 6:30 PM,8-Dec-2022 at 9:30 PM,GYM,Fieldhouse,35-39,AAA,ZZZ
CHEM 211,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,GYM,Fieldhouse,9-27,AAA,ZZZ
CHEM 212,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,GYM,Fieldhouse,9-27,AAA,ZZZ
CHEM 222,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,GYM,Fieldhouse,1-7,AAA,ZZZ
CHEM 234,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,GYM,Fieldhouse,1-7,AAA,ZZZ
CHEM 267,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 6:30 PM,19-Dec-2022 at 9:30 PM,GYM,main gym,7-10,AAA,ZZZ
CHEM 302,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 9:00 AM,15-Dec-2022 at 12:00 PM,GYM,main gym,4-10,AAA,ZZZ
CHEM 345,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 2:00 PM,13-Dec-2022 at 5:00 PM,GYM,Fieldhouse,39-40,AAA,ZZZ
CHEM 367,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 2:00 PM,20-Dec-2022 at 5:00 PM,GYM,main gym,31-32,AAA,ZZZ
CHEM 381,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 9:00 AM,8-Dec-2022 at 12:00 PM,GYM,Fieldhouse,45-46,AAA,ZZZ
CHEM 512,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,MAASS,217,AAA,ZZZ,
CHEM 522,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,13-Dec-2022 at 2:00 PM,16-Dec-2022 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
CHEM 534,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,9-Dec-2022 at 9:00 AM,12-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
CHEM 556,1,F2022,ONLINE - TAKE-HOME - 7 DAYS,7-Dec-2022 at 9:00 AM,14-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
CHEM 575,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,MAASS,328,AAA,ZZZ,
CIVE 205,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,GYM,Fieldhouse,39-42,AAA,ZZZ
CIVE 207,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,GYM,Fieldhouse,27-30,AAA,ZZZ
CIVE 208,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 9:00 AM,14-Dec-2022 at 12:00 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
CIVE 281,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 9:00 AM,20-Dec-2022 at 12:00 PM,GYM,Fieldhouse,41-44,AAA,ZZZ
CIVE 290,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
CIVE 311,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 9:00 AM,20-Dec-2022 at 12:00 PM,GYM,main gym,10-15,AAA,ZZZ
CIVE 317,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 6:30 PM,15-Dec-2022 at 9:30 PM,GYM,BLEACHERS,1-4,AAA,ZZZ
CIVE 320,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,GYM,main gym,42-45,AAA,ZZZ
CIVE 323,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,GYM,Fieldhouse,34-36,AAA,ZZZ
CIVE 430,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,ENGTR,60,AAA,ZZZ,
CIVE 440,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,GYM,main gym,5-7,AAA,ZZZ
CIVE 446,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,main gym,17-19,AAA,ZZZ
CIVE 462,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 9:00 AM,20-Dec-2022 at 12:00 PM,GYM,main gym,34-36,AAA,ZZZ
CIVE 527,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 9:00 AM,7-Dec-2022 at 12:00 PM,GYM,Fieldhouse,39-40,AAA,ZZZ
CIVE 557,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,ENGTR,2120,AAA,ZZZ,
CIVE 560,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,ENGTR,60,AAA,ZZZ,
CLAS 210,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Dec-2022 at 6:30 PM,15-Dec-2022 at 9:30 PM,ARTS,260,AAA,ZZZ,
CLAS 210,2,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Dec-2022 at 6:30 PM,15-Dec-2022 at 9:30 PM,LEA,232,AAA,ZZZ,
CLAS 210,3,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Dec-2022 at 6:30 PM,15-Dec-2022 at 9:30 PM,LEA,232,AAA,ZZZ,
CLAS 220,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2022 at 9:00 AM,8-Dec-2022 at 12:00 PM,ARTS,260,AAA,ZZZ,
CLAS 240,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,9-Dec-2022 at 2:00 PM,12-Dec-2022 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
CLAS 301,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,RPHYS,118,AAA,ZZZ,
CLAS 310,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,ARTS,150,AAA,ZZZ,
CLAS 331,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2022 at 2:00 PM,7-Dec-2022 at 5:00 PM,LEA,834,AAA,ZZZ,
CLAS 410,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,9-Dec-2022 at 9:00 AM,9-Dec-2022 at 12:00 PM,LEA,834,AAA,ZZZ,
CLAS 420,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,16-Dec-2022 at 2:00 PM,16-Dec-2022 at 5:00 PM,BIRKS,104,AAA,ZZZ,
CLAS 610,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,9-Dec-2022 at 9:00 AM,9-Dec-2022 at 12:00 PM,LEA,834,AAA,ZZZ,
CLAS 620,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,16-Dec-2022 at 2:00 PM,16-Dec-2022 at 5:00 PM,BIRKS,104,AAA,ZZZ,
COMP 202,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,GYM,Fieldhouse,1-27,AAA,ZZZ
COMP 202,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,GYM,Fieldhouse,1-27,AAA,ZZZ
COMP 204,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,GYM,main gym,3-13,AAA,ZZZ
COMP 230,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2022 at 9:00 AM,21-Dec-2022 at 12:00 PM,GYM,main gym,24-30,AAA,ZZZ
COMP 251,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,GYM,Fieldhouse,28-37,AAA,ZZZ
COMP 302,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,GYM,main gym,8-28,AAA,ZZZ
COMP 303,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 9:00 AM,9-Dec-2022 at 12:00 PM,GYM,Fieldhouse,25-29,AAA,ZZZ
COMP 310,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,Fieldhouse,1-8,AAA,ZZZ
COMP 330,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Dec-2022 at 9:00 AM,16-Dec-2022 at 12:00 PM,GYM,Fieldhouse,28-38,AAA,ZZZ
COMP 350,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 9:00 AM,7-Dec-2022 at 12:00 PM,GYM,main gym,3-14,AAA,ZZZ
COMP 360,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,GYM,main gym,26-40,AAA,ZZZ
COMP 361D1,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 2:00 PM,7-Dec-2022 at 5:00 PM,GYM,main gym,2-8,AAA,ZZZ
COMP 417,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,13-Dec-2022 at 2:00 PM,16-Dec-2022 at 2:00 PM,ONLINE,EXAM,AAA,ZZZ,
COMP 424,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,GYM,Fieldhouse,30-38,AAA,ZZZ
COMP 451,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 6:30 PM,13-Dec-2022 at 9:30 PM,GYM,Fieldhouse,43-44,AAA,ZZZ
COMP 462,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
COMP 546,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 6:30 PM,8-Dec-2022 at 9:30 PM,GYM,Fieldhouse,40-41,AAA,ZZZ
COMP 547,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 6:30 PM,15-Dec-2022 at 9:30 PM,GYM,Fieldhouse,36-38,AAA,ZZZ
COMP 551,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 9:00 AM,14-Dec-2022 at 12:00 PM,GYM,main gym,4-23,AAA,ZZZ
COMP 557,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 9:00 AM,20-Dec-2022 at 12:00 PM,GYM,Fieldhouse,33-36,AAA,ZZZ
COMP 558,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 9:00 AM,7-Dec-2022 at 12:00 PM,GYM,Fieldhouse,41-43,AAA,ZZZ
COMP 561,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
EAST 212,1,F2022,ONLINE - TAKE-HOME - 4 DAYS,12-Dec-2022 at 9:00 AM,16-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
EAST 241,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,SH688,391,AAA,ZZZ,
EAST 303,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,9-Dec-2022 at 2:00 PM,12-Dec-2022 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
EAST 341,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,SH688,391,AAA,ZZZ,
ECON 208,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,GYM,Fieldhouse,1-18,AAA,ZZZ
ECON 208,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,GYM,Fieldhouse,19-24,AAA,ZZZ
ECON 208,3,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,GYM,Fieldhouse,25-30,AAA,ZZZ
ECON 209,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 9:00 AM,20-Dec-2022 at 12:00 PM,GYM,Fieldhouse,37-40,AAA,ZZZ
ECON 223,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 9:00 AM,7-Dec-2022 at 12:00 PM,GYM,main gym,15-29,AAA,ZZZ
ECON 225,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 9:00 AM,14-Dec-2022 at 12:00 PM,GYM,Fieldhouse,1-9,AAA,ZZZ
ECON 227D1,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,GYM,Fieldhouse,21-29,AAA,ZZZ
